SectionHeader	class	packages/plugin_kit_dialog/lib/src/widgets/shared/section_header.dart	4
SendMessageRequested	class	example/state_garden/lib/src/chat/chat_events.dart	6
ServiceCard	class	packages/plugin_kit_dialog/lib/src/widgets/services/service_card.dart	21
ServiceEntry	class	packages/plugin_kit_dialog/lib/src/widgets/tabs/services_tab.dart	10
ServiceFieldSection	class	packages/plugin_kit_dialog/lib/src/widgets/services/service_field_section.dart	15
ServiceId	extension-type	packages/plugin_kit/lib/src/typed_handles.dart	198
ServiceRegistry	class	packages/plugin_kit/lib/src/service_registry.dart	262
ServiceRegistryInspector	class	packages/plugin_kit_dialog/lib/src/widgets/advanced/service_registry_inspector.dart	43
ServiceSettings	class	packages/plugin_kit/lib/src/settings.dart	24
ServiceSlots	class	example/code_editor/lib/app/contributions.dart	12
ServicesTab	class	packages/plugin_kit_dialog/lib/src/widgets/tabs/services_tab.dart	52
ServicesTabPlugin	class	packages/plugin_kit_dialog/lib/src/runtime/plugins/services_tab_plugin.dart	12
SessionContextFactory	typedef	packages/plugin_kit/lib/src/plugin/runtime.dart	20
SessionPlugin	class	packages/plugin_kit/lib/src/plugin/core.dart	467
SessionPluginContext	class	packages/plugin_kit/lib/src/types.dart	215
SessionStatefulPluginService	typedef	packages/plugin_kit/lib/src/plugin/service.dart	248
SetStateChatScreen	class	example/state_garden/lib/src/integrations/set_state_chat_screen.dart	15
SignalsChatBridge	class	example/state_garden/lib/src/integrations/signals_chat.dart	17
SignalsChatScreen	class	example/state_garden/lib/src/integrations/signals_chat.dart	42
SingletonWrapper	class	packages/plugin_kit/lib/src/service_registry.dart	172
SqlAnalyzer	class	example/code_editor/lib/plugins/sql_language.dart	76
SqlFormatter	class	example/code_editor/lib/plugins/sql_language.dart	101
SqlFormatterPlugin	class	example/code_editor/lib/plugins/formatter_pipeline.dart	70
SqlKeywordLinter	class	example/code_editor/lib/plugins/sql_language.dart	118
SqlLanguagePlugin	class	example/code_editor/lib/plugins/sql_language.dart	219
StatefulPluginService	class	packages/plugin_kit/lib/src/plugin/service.dart	101
StatusBarDescriptor	class	example/code_editor/lib/app/contributions.dart	64
SyncEditorRequest	class	example/code_editor/lib/app/contributions.dart	112
SyncEventHandler	typedef	packages/plugin_kit/lib/src/event_bus.dart	75
SyncRequestHandler	typedef	packages/plugin_kit/lib/src/event_bus.dart	90
TabDescriptor	class	packages/plugin_kit_dialog/lib/src/runtime/events.dart	10
TerminalLine	class	example/code_editor/lib/mocks.dart	79
TerminalPlugin	class	example/code_editor/lib/app/plugins/terminal_plugin.dart	250
TextConfigField	class	packages/plugin_kit/lib/src/dialog/config_field.dart	33
TextDocument	class	example/code_editor/lib/src/documents.dart	6
TextFieldInput	class	packages/plugin_kit_dialog/lib/src/widgets/services/fields/text_field_input.dart	7
ThreadSummarizerPlugin	class	example/plugin_kit_dialog_demo/lib/plugins/thread_summarizer_plugin.dart	8
TodoLinter	class	example/code_editor/lib/plugins/linter_suite.dart	10
TogglePanelRequest	class	example/code_editor/lib/app/contributions.dart	118
ToolbarActionDescriptor	class	example/code_editor/lib/app/contributions.dart	24
ToolbarActionTriggered	class	example/code_editor/lib/app/contributions.dart	92
UIRefreshRequest	class	example/code_editor/lib/app/contributions.dart	125
UiConfigurableCapability	class	packages/plugin_kit/lib/src/dialog/ui_configurable_capability.dart	20
UnsavedBadge	class	packages/plugin_kit_dialog/lib/src/widgets/header/unsaved_badge.dart	6
WebSearchExplorerPlugin	class	example/plugin_kit_dialog_demo/lib/plugins/web_search_explorer_plugin.dart	7
aiAssistCannedResponses	top-const	example/code_editor/lib/mocks.dart	40
buildPluginKitDialogDarkTheme	function	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_theme_defaults.dart	7
buildPluginKitDialogLightTheme	function	packages/plugin_kit_dialog/lib/src/theme/plugin_kit_dialog_theme_defaults.dart	72
chipsBuilderId	static-const	packages/plugin_kit_dialog/lib/src/runtime/plugins/plugins_tab_plugin.dart	16
dartLine85	top-const	example/code_editor/lib/mocks.dart	225
dartSourceWithTodos	top-const	example/code_editor/lib/mocks.dart	197
defaultPriority	static-const	packages/plugin_kit/lib/src/service_registry.dart	266
demoPlugins	function	example/plugin_kit_dialog_demo/lib/plugins/all.dart	61
